Genus,HS01_ave,HS03_ave,HS05_ave,HS09_ave,HS13_ave,HS15_ave,HS17_ave,HS19_ave,JW01,JW02,JW03,JW04,JW05,JW06,JW07,JW08,JW09,JW10,JW11,JW12,JW13,JW14,JW15,JW16,JW17,JW18,JW19,JW20,LZ01,LZ02_ave,LZ03,LZ04_ave,LZ05,LZ06_ave,LZ10,LZ11_ave,LZ13,LZ14_ave,LZ16,LZ17_ave,QZ01,QZ02,QZ03,QZ04,QZ05,QZ06,QZ07,QZ08,QZ09,YZ01,YZ02,YZ03,YZ04_ave,YZ05,YZ06_ave,YZ09,YZ10,YZ11,YZ12,YZ13,YZ14,YZ15,YZ16,YZ17,YZ18,YZ19,YZ20,YZ21,YZ22_ave,YZ24,YZ25,YZ26,YZ27,YZ28,YZ29_ave,YZ32_ave,YZ33_ave,MG01,MG02,MG03,MG04,MG05,MG06,MG07,MG08,MG09,MG10,MG11,MG12,MG13,MG14,MG15,AM01,AM02,AM03,AM04,AM05,AM06,AM07,AM08,AM09
Absicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001794344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abyssivirga,0.043433667,0.031391918,0.107565357,0.11181257,0.217265752,0,0.035293479,0.027423557,0.035790482,0.093818364,0.042431802,0.046634386,0.043973143,0.155691385,0.183971702,0.138486371,0.111653716,0.073618284,0.045077294,0.084077772,0.083491853,0.067638863,0.023414782,0.417215943,0.603404779,0.344678051,0.221884405,0.102973573,0.21565856,0.037327361,0.01689267,0.003871547,0.119993807,0.154506393,0.020288091,0.234924719,0,0.067693481,0,0.002577705,0.009183636,0.005452067,0.012204764,0.002847367,0.009747016,0,0.004263556,0.00977083,0.012099664,0.029556068,0.18717199,0.223778663,0.030457317,0.095668812,0.136780063,0.063298423,0.107717384,0.1452636,0.09387668,0.065683406,0.078639863,0.119061417,0.129932509,0.188008365,0.162249098,0.176662178,0.078353031,0.094721174,0.180412338,0.014239774,0.047026793,0.020210743,0,0,0.02570177,0.116018917,0.307043154,0,0,0.075888985,0.089214909,0.253542133,0.351699883,1.179692437,0,0,0.016355904,0,0,0,0,0,0.082428504,0.148812099,0.09770649,0.153590936,0.236160488,0.080280017,0.175668299,0.094155906,0.221986099
Acanthopleuribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005812433,0.000256807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001129321,0.011533942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetanaerobacterium,0,0,0,0.015274941,0,0,0.012216973,0.013711778,0.197080054,0.150455257,0.157457773,0.159747579,0.111624131,0.160496675,0.176385241,0.166917348,0.125187499,0.0615317,0.276650845,0.152795182,0.176451854,0.117015232,0.062691189,0.227189858,0.052530084,0.133833777,0.032246177,0.037982056,0,0,0,0,0,0.002928723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007106058,0,0.033989478,0.067284049,0.067811716,0.11320055,0.080448774,0.085418166,0,0,0.031742787,0.019913235,0.020302144,0.0299053,0.056896606,0,0.004617749,0.018421295,0.015537065,0.032298196,0.0420983,0.080562027,0,0,0,0,0.006396111,0.003685685,0.088162331,0.05392118,0,0,0.216825672,0.178429818,0,0,0,0,0,0,0,0.034788659,0.046422177,0,0,0,0,0,0,0,0,0.006977479,0,0
Acetitomaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017765145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetivibrio,0.028781346,0.008371178,0,0,0.093506779,0,0,0.13102366,0.024170195,0.015131994,0.02658378,0,0,0,0.042673849,0,0,0,0.016793502,0.040422006,0.013771852,0.015556938,0.00679784,0.014725269,0.036632822,0.050094207,0,0,0.046628878,0.051896891,0.044535221,0.053491877,0.037417424,0.052456678,0.034779584,0.005417947,0.02222284,0.000243152,0,0.007597447,0.594487369,0.116310768,1.10426583,0.021355252,0.010721718,1.587546659,1.566430466,0,0,0,0,0,0,0.016307184,0,0.012555059,0.004252002,0.00484212,0,0.016719412,0.013291244,0,0,0.005937106,0,0.01093349,0.008971721,0,0.007249288,0.008306535,0.012375472,0.022966753,0.007672021,0.034112593,0.001235097,0.181695211,0,0,0,0,0,0,0.187573271,0,0,0,0,0,0.133356526,0.086212614,0.048144047,0,0,0.031146718,0,0,0,0,0,0.018906808,0.003383934
Acetoanaerobium,0,0.024590335,0,0,0,0.031230871,0.035293479,0.176729588,0.191967129,0.08992728,0.134963805,0.02976663,0.017476505,0.016337985,0.027500925,0.014674053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002847367,0,0,0,0.020429917,0.012099664,0,0.029360312,0.085249014,0.013610774,0.031527222,0.173510379,0.070622208,0.037559351,0.183462546,0.029869853,0.011345316,0.011076037,0.023180099,0.051110892,0.032983924,0.048887283,0.01265983,0.005981147,0.015035107,0.023301283,0,0,0.007349361,0,0,0,0,0.084534185,0,1.233337486,1.485255854,0,0,0,0,0.446428571,0.180239227,0,0.481327801,0,0,0,0,0,0,0,0,0.002902126,0.002497601,0,0.005293906,0.002030361
Acetobacter,0,0,0.004829465,0.042464337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetobacterium,0.00366308,0.053889459,0,0,0,0.081200265,0,0.196535491,0.003718492,0.007349826,0.001022453,0,0,0.00480529,0,0.004585641,0,0,0.004419343,0.004042201,0.006025185,0,0,0.014024065,0.01036778,0.005233723,0,0,0.084514841,0.055285153,0.036856735,0.018970581,0.092898431,0.077383362,0.033330435,0.105145979,0.111114198,0.081650398,0.030810944,0.001537579,0,0,0,0,0,0,0,0,0,0.103446238,0.325410127,0.192779021,0.061787778,0.183727605,0.168919089,0.092593561,0.082914039,0.197988906,0.107389233,0.048366872,0.043196544,0.262356573,0.105916548,0.110166305,0.09494052,0.208311754,0.078353031,0.060140428,0.148524101,0.039159379,0.206670379,0.606322288,0.152481419,0.147110557,0.195556946,0.000978745,0.234907957,0,0,0,0,0.134228188,0,0,0,0,0,0,0.162347075,0.046422177,0.115545713,0,0.004012007,0,0,0,0,0,0.026678597,0.044998204,0.033839344
Acetobacteroides,0.051283125,0.12975326,1.479133418,0.895417059,0.849811611,0,4.085898898,1.622560446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084514841,0.128866925,0.156641123,0.19022202,0.325144509,0.194597353,0.424600759,0.128266755,0.619461652,0.234301143,0.469866897,0.437305457,0,0.659700136,0,0.018033324,0,0,0,0,0,0.084234793,0.376790673,0.058124328,0.039805094,0.205470517,0.02204828,0.105671748,0.068032032,0.039812987,0.059028519,0.065683406,0.049842166,0.031609226,0.035716045,0.034303281,0.029757477,0.022442427,0.029307622,0.016538618,0.012427351,0.195796893,0.132417548,0.158929933,0.079597219,0.241986206,0.048266787,0.162622233,0.357552209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275453448,4.867539929,0.851442267,0.046542708,3.752448669,9.203657915,0.006567039,0.352422907,0.041622394
Acetomicrobium,0,0,0.029635353,0,0,0.048720159,0.017646739,0.004570593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39386778,0,1.110102891,0,0,3.760887137,3.436426117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004818437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010704002,0.022984637,0,0
Acetonema,0,0,0.01536648,0.012219953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004850641,0,0,0,0,0,0,0,0,0.014571524,0,0,0.001096938,0,0.002473144,0,0,0.019444985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003670039,0,0,0,0,0.012031932,0.011338672,0.008608213,0,0.011942437,0,0,0.009852702,0,0,0.01093349,0,0,0,0,0,0,0,0.005330093,0,0.003011523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02268817,0
Acholeplasma,0.006802863,0.006278384,0,0,0.002750199,0,0,0,0.004183303,0,0.010735757,0,0.030442945,0,0,0,0,0,0,0,0,0,0.002265947,0.014725269,0,0,0,0,0.253544523,0.633774542,0.115177296,0.000258103,0.015483072,0.178261588,0.010144045,0.012095883,0.02222284,0.105041608,0.003081094,0.012119738,0,0.035135544,0,0.163723597,0.042886871,0,0,0.023982945,0.024199328,0.5659987,0.398810907,0.480494444,1.062924406,0.527265611,0.576131147,0.07846912,0.024094678,0.04357908,0.091743119,0.108079059,0.240350003,0.645881845,0.069584709,0.019130676,0.130366088,0.373464996,0.422269008,0.428500549,0.983141522,0,0,0,0,0,0,0.021783349,0.184831424,0,0,0,0,0,0.328253224,0.400252791,0,0,0,0,0.156548965,0,0.043329642,0,0,0,0,0,0,0,0,0,0
Achromobacter,0,0,0,0.024745405,0.006875498,0,0,0,0,0,0.007668398,0,0,0,0,0.010088411,0,0,0,0.017785683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007294558,0,0,0,0,0,0,0.006050179,0
Acidaminobacter,0.001569892,0.01517276,0.04061141,0.025509152,0,0.03622781,0.021719064,0,0,0,0.002044906,0,0,0,0.011379693,0.013756924,0,0,0.034470872,0.008892841,0.055948149,0,0.020393519,0.046279415,0.011058965,0.094207016,0.014587556,0.008440457,0.016028677,0,0,0,0,0.000846075,0,0,0,0,0,0,0,0.004240497,0,0,0,0,0,0,0,0,0,0,0.024653477,0.029352931,0.022401456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026720299,0,0,0,0,0.149142431,0,0,0,0,0,0,0,0,0,0,0.003647279,0,0,0,0,0.061012813,0,0,0
Acidaminococcus,0.012035835,0.00366239,0.197788544,0.575865287,0.002750199,0.528426339,0.074659282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006776525,0,0,0,0.001041324,0,0,0.012500347,0.021008322,0.013864925,0.010853496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302722,0,0,0.01291232,0,0,0,0,0.009236908,0.01715164,0.016295761,0.006905362,0.010167951,0,0.000906161,0,0,0,0.007672021,0,0.000294071,0.017466832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032302962,0,0,0.011417602,0,0.074492825,0.027071475
Acidibrevibacterium,0,0,0,0,0,0,0,0,0,0.00475577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001816415,0,0,0,0,0,0,0,0,0,0,0.002834668,0,0,0,0,0,0.002463176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidiferrimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001726341,0,0,0,0,0,0,0,0,0,0.002359026,0,0,0,0,0.109040444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidisoma,0.006802863,0.004185589,0,0,0,0,0,0,0,0,0.005112265,0,0,0,0.002844923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002985609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002392459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aciditerrimonas,0.041863775,0,0,0,0,0,0,0,0.026959064,0.045395983,0.038853217,0.015875536,0.021986571,0.011532695,0.017069539,0.009171283,0.010150338,0,0,0.012126602,0,0,0,0.003506016,0,0,0,0.001688091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011049367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001882052,0.001204609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus,0,0,0,0,0,0,0,0,0,0,0,0.670245277,0.002818791,0,0,0.010088411,0.226690877,0.035160971,0,0,0,0.031790265,0.018127573,0.024542114,0.004838297,0.112898884,0.058350224,0.012660685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004843558,0.007846912,0,0,0,0,0,0,0,0,0,0,0,0,0.168804847,0,0,0,0,0,0,0,0.014994125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidocella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013533784,0,0,0,0.006885926,0.006087498,0.003021262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002844748,0,0,0,0.070816296,0.059371063,0.024089386,0.021291533,0.006579262,0,0.000560957,0.160197458,0.331662645,0.031234785,0.29441381,0.302749262,0.909795609,0,0.113032634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidovorax,1.008393687,0.648243099,0.058173101,0.118380795,0.213140453,0.218616098,0.286420155,0.24376495,0.927763653,0.604847426,0.708559977,0.289232418,0.631972985,0.257563526,0.19345478,0.16600022,0.121804053,0.227447533,0.114019039,0.115606936,0.078327409,0.071020806,0.156350315,0.100272067,0,0.026168616,0,0,0.139886634,0,0.127462875,0,0.099349711,0.022258293,0,0,0,0,0,0,0,0,0,0,0,0,0.025581336,0,0,2.540344033,0.286263044,0.761428696,1.044280213,0.328317968,0.519572516,0.794107492,1.807100843,1.949760315,1.315695896,1.119603511,1.201750014,1.141093047,0.474161289,0.740159246,0.814079537,0.527684747,0.379802861,0.332275864,0.248547014,0.135277854,0.273497927,0.41707624,0.263725725,0.418945281,0.360040433,0.064998701,0.858798115,0.245913496,4.061293136,1.853859497,0.208168121,0.19388516,0,0,0.148809524,0.081926921,0.139025188,0.282157676,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,0.012559133,0.165853965,0.080783778,0.172454087,0,0.00249847,0,0.117311882,0.034396047,0.022049477,0.054190013,0.061021591,0.125154329,0.014415869,0.02939754,0.033016618,0.012405968,0.014284145,0.009722554,0.019402563,0.012050371,0.006763886,0.011329733,0.011219252,0,0.003738374,0,0,0.018942982,0.029929654,0.178140885,0.037166853,0,0.029807889,0.005796597,0.000314997,0.004166782,0,0,0,0,0,0.004775777,0,0.031677803,0,0.004263556,0.054183692,0.040952709,0.056156529,0.124781327,0.329371192,0.000975867,0.086971647,0.275023284,0.147521945,0.09212671,1.607583836,0.034136975,0,0.014398848,0.112739572,0.12685354,0.079161417,0.063766021,0.119117495,0.007177377,0.121784366,0.037886159,0,0,0.008268031,0.001918005,0,0.003764104,0.024092183,0.089676401,3.153478953,4.273078361,0.097571552,0.079302141,0,0,0,6.547619048,1.982631493,0.228982663,1.070539419,0,0,0,0,0,0.006921493,0,0.076130572,0.00761808,0.039961608,0.053767634,0.957440774,0.465290985
Actinomarinicola,0.007849458,0.002092795,0.014707916,0.007637471,0.002750199,0,0,0.010664717,0.010690663,0.001729371,0.005112265,0.003968884,0.005637582,0,0.004741539,0,0,0,0.008838685,0.004042201,0,0,0,0,0.01175015,0.017196519,0.005374363,0,0,0,0,0,0,0.001887399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004893385,0.004843694,0.000616337,0,0.00216951,0,0.009921338,0.015064373,0,0,0.009968433,0.006321845,0,0.001979035,0.014878738,0,0,0.02255266,0.009752018,0,0.006187736,0.009186701,0,0,0,0,0.005766971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01196406,0,0.016324458,0.028544006,0.00287308,0.196252671,0.091027836
Actinomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026654551,0,0.04555787,0.069691166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025247549,0.024408103,0.019838318,0.006329915,0,0,0,0,0,0,0,0,0,0.003011523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145295743,0,0
Actinomycetospora,0.001046594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinotignum,0.004709675,0.004185589,0,0,0,0.031230871,0,0,0.013479532,0.006917483,0.011246984,0.004464994,0,0,0.00853477,0,0.006766892,0,0,0,0.005164445,0,0,0,0,0,0,0,0,0,0,0,0,0.002798557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007389017,0,0.015499821,0.111402901,0.205470517,0.046266071,0.018309461,0.009921338,0.015064373,0.014223739,0.010748194,0,0,2.541381349,2.788460904,2.109238279,2.139511331,1.386429973,0.697628964,0.684108396,0,0.049501887,0.024804094,0.042196116,0.033046574,0.074007767,0,0.033448432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acutalibacter,0.001046594,0,0,0,0,0,0,0,0,0,0,0,0.001127516,0,0,0,0.002255631,0,0,0,0.005164445,0,0,0,0,0,0,0,0.016028677,0.027106102,0,0,0,0.000455579,0,0.000377996,0,0.003501387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006994173,0.002133561,0,0,0,0,0,0,0.003452681,0,0,0,0,0,0,0,0,0,0.000702689,0,0,0,0,0,0,0,0,0,0,0,0.024896266,0,0,0,0,0.080240137,0.044989704,0.066201132,0,0.005441486,0.004995201,0.00287308,0.167892458,0.181378886
Adlercreutzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000585745,0,0,0,0,0,0,0,0,0,0,0,0.001816415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advenella,0.027211454,0.056505452,0.034025776,0.002291241,0.101757377,0.590888081,0.059727426,1.355942532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083057689,0.033882627,0,0,0,0,0.005796597,0,0,0,0,0,0,0,0.005306419,0,0,0,0.001705422,0,0,0,0,0,0.000616337,0,0,0,0,0.01936848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002446693,0,0,0,0.004843558,0,0,0,0,0,0,0,0,0,0,0,0.001794344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas,0.066458743,0.04185589,0.013171268,0.008859466,0,0,0,0,0,0,0,0,0.03213422,0,0,0,0,0.042852434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025968008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026600461,0.040370429,0,0.018490108,0.113063141,0.14999894,0.358865441,0.053858692,0.1129828,0.029869853,0.005971219,0.007753226,0,0.326986551,0.054093635,0,0.126598304,0,0.081189578,0.000992462,0.034412787,0.195532455,2.240636455,0,0.109799908,0.399289055,0.081687557,0.231832239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013160466,0,0,0,0,0,0
Aestuariibius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aestuariicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001076027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aestuariimonas,0.010465944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013114372,0,0.035321038,0.110403622,0.390947564,0.057793461,0.566617396,0.13803166,0.215283758,0.587065877,0.147892531,0.253971814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025296792,0.001489801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aestuariisphingobium,0,0.002615993,0,0,0,0,0,0,0.020916515,0,0.010735757,0,0.005637582,0.009610579,0,0,0,0,0.008838685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013300231,0.011010117,0,0.000410891,0.008697165,0.009939385,0.015693824,0.012047339,0.03712292,0.00711187,0.011345316,0.013291244,0.037931071,0,0.007256463,0.005668091,0.004603575,0.003588688,0.004510532,0.019374585,0.005933239,0,0.003674681,0.004795013,0,0,0.022285269,0.025999428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aestuariispira,0,0,0,0,0,0,0,0,0.002788869,0.003458742,0.003067359,0.003968884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003870768,0.000260331,0.004347448,0,0.006944637,0.007002774,0.003081094,0.007597447,0,0,0,0,0,0,0,0,0,0.00443341,0,0.001937478,0.007498766,0.003261437,0,0.008370039,0,0.00161404,0,0,0,0.010536409,0,0,0,0.002877234,0.001794344,0,0,0,0,0,0,0.011726204,0,0.011443787,0.00807376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afipia,0.034537615,0,0.031830565,0,0.110007976,0.182388287,0.032578596,0.056370645,0.026959064,0.023778848,0.021471514,0.006945547,0.00958389,0,0,0.007337026,0,0,0,0,0,0,0,0,0,0,0,0,0.024771591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030999642,0.007755573,0,0.000605445,0.028772011,0.051732691,0.044117093,0.06329564,0.0382158,0.042088941,0.068486656,0,0.02176939,0,0.031649576,0.019737786,0.033077235,0.000906161,0,0.019800755,0.045014837,0.023016063,0,0.028230777,0.030717533,0.027681461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agathobacter,0,0,0,0,0,0,0,0,0.041368219,0,0.058791051,0.047130497,0.049610725,0.07880675,0.055001849,0.103635497,0.099247747,0.068124382,0,0.016168802,0.030986667,0.041936095,0.032478568,0,0.026265042,0.011962796,0.022265217,0,0.122400804,0.144622347,0.093677534,0.037166853,0.039997936,0.05323767,0.35649074,0.296349122,0.122225617,0.144723993,0,0,0.109591389,0.007875208,0,0,0.015595226,0.139863951,0.151782593,0,0.011168921,0.013300231,0.030583659,0.021312254,0.011196788,0.02717864,0.035519426,0.025633246,0.021968677,0.097380413,0.014934926,0.012539559,0,0.032662867,0.020936992,0,0.009919159,0.032225023,0.014354754,0.034580746,0.028565646,0,0,0,0,0,0,0.013853005,0.011293652,0,0,0,0,0,0,0.821571519,0,0,0,0,0.057981098,0,0,0,0,0,0,0,0,0,0,0,0
Agathobaculum,0,0,0,0.032688374,0,0,0,0,0,0,0,0,0,0.008649521,0.010431385,0.011922668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000976241,0,0,0,0,0,0,0,0,0.016449899,0,0.006822911,0.002724622,0.005968978,0,0,0,0,0,0,0,0,0,0,0.008608213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127558416,0.092844353,0.024072023,0,0,0,0,0,0,0,0,0,0
